#ProfileFileVersion=2.6
#ProfilerVersion=2.6.2153
#Application=/home/lifxu/Desktop/github-test/PIM/rodinia/kmeans/kmeans
#ApplicationArgs=-o -i /home/lifxu/Desktop/Benchmarks/rodinia_2.3/data/kmeans/kdd_cup
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   Platform Vendor=Advanced Micro Devices, Inc.
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   Platform Name=AMD Accelerated Parallel Processing
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   Platform Version=OpenCL 1.2 AMD-APP (1124.2)
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   CLDriver Version=1124.2 (sse2,avx,fma4)
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   CLRuntime Version=OpenCL 1.2 AMD-APP (1124.2)
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   NumberAppAddressBits=64
#Device Tahiti Platform Vendor=Advanced Micro Devices, Inc.
#Device Tahiti Platform Name=AMD Accelerated Parallel Processing
#Device Tahiti Platform Version=OpenCL 1.2 AMD-APP (1124.2)
#Device Tahiti CLDriver Version=1124.2 (VM)
#Device Tahiti CLRuntime Version=OpenCL 1.2 AMD-APP (1124.2)
#Device Tahiti NumberAppAddressBits=32
#OS Version=CentOS release 6.4 (Final)
#DisplayName=
#ListSeparator=,
Method, ExecutionOrder, ThreadID, CallIndex, GlobalWorkSize, WorkGroupSize, Time, LocalMemSize, VGPRs, SGPRs, ScratchRegs, FCStacks, Wavefronts, VALUInsts, SALUInsts, VFetchInsts, SFetchInsts, VWriteInsts, LDSInsts, VALUUtilization, VALUBusy, SALUBusy, FetchSize, CacheHit, MemUnitBusy, MemUnitStalled, WriteUnitStalled, LDSBankConflict, WriteSize, GDSInsts
kmeans_kernel_c__k2_Tahiti1, 75, 7578, 0, { 164864       1       1}, {  256     1     1},         0.51200, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        19.18,         7.51,    109356.12,         0.06,        50.11,         0.10,         0.00,         0.00,       556.94,         0.00
kmeans_kernel_c__k2_Tahiti1, 76, 7579, 0, { 164864       1       1}, {  256     1     1},         0.56622, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.10,         7.09,    111121.69,         4.60,        46.15,         0.07,         0.04,         0.00,       649.56,         0.00
kmeans_kernel_c__k2_Tahiti1, 77, 7580, 0, { 164864       1       1}, {  256     1     1},         0.52815, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.21,         7.14,    110470.12,         5.00,        46.40,         0.06,         0.00,         0.00,       561.00,         0.00
kmeans_kernel_c__k2_Tahiti1, 78, 7581, 0, { 164864       1       1}, {  256     1     1},         0.51156, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        18.44,         7.22,    109355.44,         0.06,        46.22,         0.06,         0.15,         0.00,       555.38,         0.00
kmeans_kernel_c__k2_Tahiti1, 79, 7582, 0, { 164864       1       1}, {  256     1     1},         0.53926, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.15,         7.11,    110591.69,         4.87,        46.84,         0.07,         0.06,         0.00,       561.81,         0.00
kmeans_kernel_c__k2_Tahiti1, 80, 7583, 0, { 164864       1       1}, {  256     1     1},         0.52770, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.60,         7.29,    110964.44,         4.77,        48.12,         0.10,         0.00,         0.00,       563.69,         0.00
kmeans_kernel_c__k2_Tahiti1, 81, 7584, 0, { 164864       1       1}, {  256     1     1},         0.51585, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        18.38,         7.20,    109355.38,         0.06,        46.00,         0.06,         0.06,         0.00,       553.00,         0.00
kmeans_kernel_c__k2_Tahiti1, 82, 7585, 0, { 164864       1       1}, {  256     1     1},         0.56311, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        17.97,         7.04,    110332.25,         5.25,        45.79,         0.06,         0.05,         0.00,       636.06,         0.00
kmeans_kernel_c__k2_Tahiti1, 83, 7586, 0, { 164864       1       1}, {  256     1     1},         0.52637, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.50,         7.25,    111068.25,         4.65,        49.38,         0.10,         0.00,         0.00,       560.25,         0.00
kmeans_kernel_c__k2_Tahiti1, 84, 7587, 0, { 164864       1       1}, {  256     1     1},         0.51067, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        18.42,         7.22,    109355.31,         0.06,        46.09,         0.07,         0.16,         0.00,       551.19,         0.00
kmeans_kernel_c__k2_Tahiti1, 85, 7588, 0, { 164864       1       1}, {  256     1     1},         0.54030, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.07,         7.08,    110782.75,         4.72,        46.22,         0.07,         0.12,         0.00,       707.47,         0.00
kmeans_kernel_c__k2_Tahiti1, 86, 7589, 0, { 164864       1       1}, {  256     1     1},         0.60785, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.45,         7.23,    111082.19,         4.79,        48.87,         0.10,         0.00,         0.00,       569.06,         0.00
kmeans_kernel_c__k2_Tahiti1, 87, 7590, 0, { 164864       1       1}, {  256     1     1},         0.52133, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        18.30,         7.17,    109355.44,         0.06,        46.20,         0.07,         0.08,         0.00,       559.69,         0.00
kmeans_kernel_c__k2_Tahiti1, 88, 7591, 0, { 164864       1       1}, {  256     1     1},         0.53926, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.65,         7.31,    110759.50,         4.81,        49.38,         0.10,         0.00,         0.00,       602.19,         0.00
kmeans_kernel_c__k2_Tahiti1, 89, 7592, 0, { 164864       1       1}, {  256     1     1},         0.52919, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.53,         7.26,    111130.44,         4.33,        48.82,         0.10,         0.00,         0.00,       557.75,         0.00
kmeans_kernel_c__k2_Tahiti1, 90, 7593, 0, { 164864       1       1}, {  256     1     1},         0.51096, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        18.46,         7.23,    109355.56,         0.06,        46.55,         0.06,         0.08,         0.00,       570.06,         0.00
kmeans_kernel_c__k2_Tahiti1, 91, 7594, 0, { 164864       1       1}, {  256     1     1},         0.54859, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.62,         7.30,    110695.56,         4.82,        49.64,         0.10,         0.00,         0.00,       554.62,         0.00
kmeans_kernel_c__k2_Tahiti1, 92, 7595, 0, { 164864       1       1}, {  256     1     1},         0.51955, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.05,         7.07,    110481.25,         4.88,        46.27,         0.07,         0.00,         0.00,       550.00,         0.00
kmeans_kernel_c__k2_Tahiti1, 93, 7596, 0, { 164864       1       1}, {  256     1     1},         0.51082, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        18.89,         7.40,    109356.62,         0.07,        48.57,         0.10,         0.01,         0.00,       568.12,         0.00
kmeans_kernel_c__k2_Tahiti1, 94, 7597, 0, { 164864       1       1}, {  256     1     1},         0.57052, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.11,         7.10,    111188.62,         4.40,        46.72,         0.08,         0.05,         0.00,       632.88,         0.00
kmeans_kernel_c__k2_Tahiti1, 95, 7598, 0, { 164864       1       1}, {  256     1     1},         0.53407, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.17,         7.12,    110591.06,         4.88,        46.87,         0.07,         0.00,         0.00,       569.19,         0.00
kmeans_kernel_c__k2_Tahiti1, 96, 7599, 0, { 164864       1       1}, {  256     1     1},         0.51126, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        17.99,         7.05,    109355.75,         0.06,        45.19,         0.06,         0.00,         0.00,       553.81,         0.00
kmeans_kernel_c__k2_Tahiti1, 97, 7600, 0, { 164864       1       1}, {  256     1     1},         0.51274, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        17.84,         6.99,    111053.38,         4.50,        45.99,         0.06,         0.06,         0.00,       618.62,         0.00
kmeans_kernel_c__k2_Tahiti1, 98, 7601, 0, { 164864       1       1}, {  256     1     1},         0.52459, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.24,         7.15,    110561.06,         5.07,        47.49,         0.07,         0.00,         0.00,       560.69,         0.00
kmeans_kernel_c__k2_Tahiti1, 99, 7602, 0, { 164864       1       1}, {  256     1     1},         0.50948, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        18.39,         7.21,    109355.50,         0.06,        46.93,         0.07,         0.12,         0.00,       553.75,         0.00
kmeans_kernel_c__k2_Tahiti1, 100, 7603, 0, { 164864       1       1}, {  256     1     1},         0.53467, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.21,         7.13,    111006.31,         4.58,        46.96,         0.06,         0.04,         0.00,       675.28,         0.00
kmeans_kernel_c__k2_Tahiti1, 101, 7604, 0, { 164864       1       1}, {  256     1     1},         0.52874, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        17.79,         6.97,    110512.62,         5.03,        45.62,         0.06,         0.00,         0.00,       552.31,         0.00
kmeans_kernel_c__k2_Tahiti1, 102, 7605, 0, { 164864       1       1}, {  256     1     1},         0.52030, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        19.34,         7.58,    109356.50,         0.06,        51.09,         0.11,         0.00,         0.00,       563.56,         0.00
kmeans_kernel_c__k2_Tahiti1, 103, 7606, 0, { 164864       1       1}, {  256     1     1},         0.52000, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.22,         7.14,    111643.81,         4.09,        47.27,         0.10,         0.00,         0.00,       587.12,         0.00
kmeans_kernel_c__k2_Tahiti1, 104, 7607, 0, { 164864       1       1}, {  256     1     1},         0.52859, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.23,         7.15,    111405.81,         4.43,        47.74,         0.10,         0.00,         0.00,       567.31,         0.00
kmeans_kernel_c__k2_Tahiti1, 105, 7608, 0, { 164864       1       1}, {  256     1     1},         0.51422, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        19.48,         7.64,    109356.31,         0.06,        50.76,         0.12,         0.00,         0.00,       563.00,         0.00
kmeans_kernel_c__k2_Tahiti1, 106, 7609, 0, { 164864       1       1}, {  256     1     1},         0.54489, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.00,         7.05,    110585.81,         4.99,        45.93,         0.06,         0.15,         0.00,       636.56,         0.00
kmeans_kernel_c__k2_Tahiti1, 107, 7610, 0, { 164864       1       1}, {  256     1     1},         0.52978, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        17.88,         7.01,    110848.06,         4.73,        45.81,         0.06,         0.00,         0.00,       551.44,         0.00
kmeans_kernel_c__k2_Tahiti1, 108, 7611, 0, { 164864       1       1}, {  256     1     1},         0.51911, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        18.35,         7.19,    109355.75,         0.06,        45.72,         0.06,         0.07,         0.00,       572.12,         0.00
kmeans_kernel_c__k2_Tahiti1, 109, 7612, 0, { 164864       1       1}, {  256     1     1},         0.52844, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        17.93,         7.03,    112154.44,         4.31,        49.95,         0.10,         0.00,         0.00,       572.06,         0.00
kmeans_kernel_c__k2_Tahiti1, 110, 7613, 0, { 164864       1       1}, {  256     1     1},         0.52667, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.22,         7.14,    110628.25,         4.97,        47.59,         0.07,         0.00,         0.00,       544.75,         0.00
kmeans_kernel_c__k2_Tahiti1, 111, 7614, 0, { 164864       1       1}, {  256     1     1},         0.51230, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        18.41,         7.22,    109356.00,         0.06,        45.70,         0.06,         0.05,         0.00,       574.44,         0.00
kmeans_kernel_c__k2_Tahiti1, 112, 7615, 0, { 164864       1       1}, {  256     1     1},         0.53022, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.33,         7.18,    111469.12,         4.63,        49.66,         0.11,         0.00,         0.00,       553.38,         0.00
kmeans_kernel_c__k2_Tahiti1, 113, 7616, 0, { 164864       1       1}, {  256     1     1},         0.53022, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.07,         7.08,    110253.31,         5.20,        47.16,         0.07,         0.09,         0.00,       550.94,         0.00
kmeans_kernel_c__k2_Tahiti1, 114, 7617, 0, { 164864       1       1}, {  256     1     1},         0.51333, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        18.41,         7.22,    109355.62,         0.06,        46.42,         0.06,         0.06,         0.00,       561.44,         0.00
